pmid,first_author,lab_pi,lab,year,dataset_description,experiment_description,assay_term_id,assay_term_name,biosample_id,biosample_term_name,strain_background,experiment_dbxref,datafile_name,gbrowse_category,old_category,category,label,key
23390610,Waern,"Snyder, Michael",Stanford University,2013,Differentialy expressed genes in Benomyl,Differentialy expressed genes under 17 different growth conditions of the budding yeast genome using RNA-seq and DE-seq analysis.,OBI:0001271,RNA-seq assay,OBI:0000880,RNA extract,S288C,,http://downloads.yeastgenome.org/published_datasets/Waern_2013_PMID_23390610/track_files/Waern_2013_Benomyl.gff3,RNA expression profiling,stress|heat shock|carbon utilization|nutrient utilization|osmotic stress|oxidative stress|phosphorus utilization,nutirient utilization and stress,Benomyl,Benomyl
23390610,Waern,"Snyder, Michael",Stanford University,2013,Differentialy expressed genes in Calcofluor,Differentialy expressed genes under 17 different growth conditions of the budding yeast genome using RNA-seq and DE-seq analysis.,OBI:0001271,RNA-seq assay,OBI:0000880,RNA extract,S288C,,http://downloads.yeastgenome.org/published_datasets/Waern_2013_PMID_23390610/track_files/Waern_2013_Calcofluor.gff3,RNA expression profiling,stress|heat shock|carbon utilization|nutrient utilization|osmotic stress|oxidative stress|phosphorus utilization,nutirient utilization and stress,Calcofluor,Calcofluor
23390610,Waern,"Snyder, Michael",Stanford University,2013,Differentialy expressed genes in Congo Red,Differentialy expressed genes under 17 different growth conditions of the budding yeast genome using RNA-seq and DE-seq analysis.,OBI:0001271,RNA-seq assay,OBI:0000880,RNA extract,S288C,,http://downloads.yeastgenome.org/published_datasets/Waern_2013_PMID_23390610/track_files/Waern_2013_CongoRed.gff3,RNA expression profiling,stress|heat shock|carbon utilization|nutrient utilization|osmotic stress|oxidative stress|phosphorus utilization,nutirient utilization and stress,CongoRed,CongoRed
23390610,Waern,"Snyder, Michael",Stanford University,2013,Differentialy expressed genes in DNA Damage agent (MMS),Differentialy expressed genes under 17 different growth conditions of the budding yeast genome using RNA-seq and DE-seq analysis.,OBI:0001271,RNA-seq assay,OBI:0000880,RNA extract,S288C,,http://downloads.yeastgenome.org/published_datasets/Waern_2013_PMID_23390610/track_files/Waern_2013_DNADamage.gff3,RNA expression profiling,stress|heat shock|carbon utilization|nutrient utilization|osmotic stress|oxidative stress|phosphorus utilization,nutirient utilization and stress,DNADamage,DNADamage
23390610,Waern,"Snyder, Michael",Stanford University,2013,Differentialy expressed genes in Grape Juice,Differentialy expressed genes under 17 different growth conditions of the budding yeast genome using RNA-seq and DE-seq analysis.,OBI:0001271,RNA-seq assay,OBI:0000880,RNA extract,S288C,,http://downloads.yeastgenome.org/published_datasets/Waern_2013_PMID_23390610/track_files/Waern_2013_GrapeJuice.gff3,RNA expression profiling,stress|heat shock|carbon utilization|nutrient utilization|osmotic stress|oxidative stress|phosphorus utilization,nutirient utilization and stress,GrapeJuice,GrapeJuice
23390610,Waern,"Snyder, Michael",Stanford University,2013,Differentialy expressed genes in Heat Shock,Differentialy expressed genes under 17 different growth conditions of the budding yeast genome using RNA-seq and DE-seq analysis.,OBI:0001271,RNA-seq assay,OBI:0000880,RNA extract,S288C,,http://downloads.yeastgenome.org/published_datasets/Waern_2013_PMID_23390610/track_files/Waern_2013_HeatShock.gff3,RNA expression profiling,stress|heat shock|carbon utilization|nutrient utilization|osmotic stress|oxidative stress|phosphorus utilization,nutirient utilization and stress,HeatShock,HeatShock
23390610,Waern,"Snyder, Michael",Stanford University,2013,Differentialy expressed genes in High Calcium,Differentialy expressed genes under 17 different growth conditions of the budding yeast genome using RNA-seq and DE-seq analysis.,OBI:0001271,RNA-seq assay,OBI:0000880,RNA extract,S288C,,http://downloads.yeastgenome.org/published_datasets/Waern_2013_PMID_23390610/track_files/Waern_2013_HighCalcium.gff3,RNA expression profiling,stress|heat shock|carbon utilization|nutrient utilization|osmotic stress|oxidative stress|phosphorus utilization,nutirient utilization and stress,HighCalcium,HighCalcium
23390610,Waern,"Snyder, Michael",Stanford University,2013,Differentialy expressed genes in Hydroxyurea,Differentialy expressed genes under 17 different growth conditions of the budding yeast genome using RNA-seq and DE-seq analysis.,OBI:0001271,RNA-seq assay,OBI:0000880,RNA extract,S288C,,http://downloads.yeastgenome.org/published_datasets/Waern_2013_PMID_23390610/track_files/Waern_2013_Hydroxyurea.gff3,RNA expression profiling,stress|heat shock|carbon utilization|nutrient utilization|osmotic stress|oxidative stress|phosphorus utilization,nutirient utilization and stress,Hydroxyurea,Hydroxyurea
23390610,Waern,"Snyder, Michael",Stanford University,2013,Differentialy expressed genes in Low Nitrogen,Differentialy expressed genes under 17 different growth conditions of the budding yeast genome using RNA-seq and DE-seq analysis.,OBI:0001271,RNA-seq assay,OBI:0000880,RNA extract,S288C,,http://downloads.yeastgenome.org/published_datasets/Waern_2013_PMID_23390610/track_files/Waern_2013_LowNitrogen.gff3,RNA expression profiling,stress|heat shock|carbon utilization|nutrient utilization|osmotic stress|oxidative stress|phosphorus utilization,nutirient utilization and stress,LowNitrogen,LowNitrogen
23390610,Waern,"Snyder, Michael",Stanford University,2013,Differentialy expressed genes in Low Phosphate,Differentialy expressed genes under 17 different growth conditions of the budding yeast genome using RNA-seq and DE-seq analysis.,OBI:0001271,RNA-seq assay,OBI:0000880,RNA extract,S288C,,http://downloads.yeastgenome.org/published_datasets/Waern_2013_PMID_23390610/track_files/Waern_2013_LowPhosphate.gff3,RNA expression profiling,stress|heat shock|carbon utilization|nutrient utilization|osmotic stress|oxidative stress|phosphorus utilization,nutirient utilization and stress,LowPhosphate,LowPhosphate
23390610,Waern,"Snyder, Michael",Stanford University,2013,Differentialy expressed genes in Oxidative Stress,Differentialy expressed genes under 17 different growth conditions of the budding yeast genome using RNA-seq and DE-seq analysis.,OBI:0001271,RNA-seq assay,OBI:0000880,RNA extract,S288C,,http://downloads.yeastgenome.org/published_datasets/Waern_2013_PMID_23390610/track_files/Waern_2013_OxidativeStress.gff3,RNA expression profiling,stress|heat shock|carbon utilization|nutrient utilization|osmotic stress|oxidative stress|phosphorus utilization,nutirient utilization and stress,OxidativeStress,OxidativeStress
23390610,Waern,"Snyder, Michael",Stanford University,2013,Differentialy expressed genes in Salt,Differentialy expressed genes under 17 different growth conditions of the budding yeast genome using RNA-seq and DE-seq analysis.,OBI:0001271,RNA-seq assay,OBI:0000880,RNA extract,S288C,,http://downloads.yeastgenome.org/published_datasets/Waern_2013_PMID_23390610/track_files/Waern_2013_Salt.gff3,RNA expression profiling,stress|heat shock|carbon utilization|nutrient utilization|osmotic stress|oxidative stress|phosphorus utilization,nutirient utilization and stress,Salt,Salt
23390610,Waern,"Snyder, Michael",Stanford University,2013,Differentialy expressed genes in SC-Glycerol Media,Differentialy expressed genes under 17 different growth conditions of the budding yeast genome using RNA-seq and DE-seq analysis.,OBI:0001271,RNA-seq assay,OBI:0000880,RNA extract,S288C,,http://downloads.yeastgenome.org/published_datasets/Waern_2013_PMID_23390610/track_files/Waern_2013_ScGlycerolMedia.gff3,RNA expression profiling,stress|heat shock|carbon utilization|nutrient utilization|osmotic stress|oxidative stress|phosphorus utilization,nutirient utilization and stress,ScGlycerolMedia,ScGlycerolMedia
23390610,Waern,"Snyder, Michael",Stanford University,2013,Differentialy expressed genes in SC Media,Differentialy expressed genes under 17 different growth conditions of the budding yeast genome using RNA-seq and DE-seq analysis.,OBI:0001271,RNA-seq assay,OBI:0000880,RNA extract,S288C,,http://downloads.yeastgenome.org/published_datasets/Waern_2013_PMID_23390610/track_files/Waern_2013_ScMedia.gff3,RNA expression profiling,stress|heat shock|carbon utilization|nutrient utilization|osmotic stress|oxidative stress|phosphorus utilization,nutirient utilization and stress,ScMedia,ScMedia
23390610,Waern,"Snyder, Michael",Stanford University,2013,Differentialy expressed genes in Sorbitol,Differentialy expressed genes under 17 different growth conditions of the budding yeast genome using RNA-seq and DE-seq analysis.,OBI:0001271,RNA-seq assay,OBI:0000880,RNA extract,S288C,,http://downloads.yeastgenome.org/published_datasets/Waern_2013_PMID_23390610/track_files/Waern_2013_Sorbitol.gff3,RNA expression profiling,stress|heat shock|carbon utilization|nutrient utilization|osmotic stress|oxidative stress|phosphorus utilization,nutirient utilization and stress,Sorbitol,Sorbitol
23390610,Waern,"Snyder, Michael",Stanford University,2013,Differentialy expressed genes in Stationary Phase,Differentialy expressed genes under 17 different growth conditions of the budding yeast genome using RNA-seq and DE-seq analysis.,OBI:0001271,RNA-seq assay,OBI:0000880,RNA extract,S288C,,http://downloads.yeastgenome.org/published_datasets/Waern_2013_PMID_23390610/track_files/Waern_2013_StationaryPhase.gff3,RNA expression profiling,stress|heat shock|carbon utilization|nutrient utilization|osmotic stress|oxidative stress|phosphorus utilization,nutirient utilization and stress,StationaryPhase,StationaryPhase
24413663,Park,"Iyer, Vishwanath R.",University of Texas,2014,Mapping of transcript start sites at single-nucleotide resolution,Simultaneous mapping of RNA ends by sequencing (SMORE-seq) to identify the strongest transcription start sites and polyadenylation sites genome-wide,OBI:0001271,RNA-seq assay,OBI:0000895,total RNA extract,S288C,GSE49026,Park_2014_PMID_24413663/track_files/transcription_start_sites.GFF3,,transcriptional regulation,transcriptional regulation,transcription_start_sites,Park_2014_transcription_start_sites
24413663,Park,"Iyer, Vishwanath R.",University of Texas,2014,Mapping of polyadenylation sites at single-nucleotide resolution,Simultaneous mapping of RNA ends by sequencing (SMORE-seq) to identify the strongest transcription start sites and polyadenylation sites genome-wide,OBI:0001271,RNA-seq assay,OBI:0000895,total RNA extract,S288C,GSE49026,Park_2014_PMID_24413663/track_files/polyadenylation_sites.GFF3,,transcriptional regulation,transcriptional regulation,poly_A_sites,Park_2014_polyadenylation_sites
24931603,Smith,"Baker, Kristian E.",Case Western Reserve University,2014,Translation of small open reading frames (> 200 nucleotides) within unannotated RNA transcripts in Saccharomyces cerevisiae; unannotated RNAs,Identification of genome-wide transcripts; looking at nonsense-mediated RNA decay pathway,OBI:0001271,RNA-seq assay,OBI:0000895,total RNA extract,S288C,PRJNA245106,Smith_2014_PMID_249231603/track_files/Smith_2014_PMID_249231603/Smith_2014_24931603_supplement02_V64.gff,,RNA catabolism,RNA catabolism,transcripts,Smith_2014_24931603_supplement02_V64
24931603,Smith,"Baker, Kristian E.",Case Western Reserve University,2014,Translation of small open reading frames (10-100 amino acids in length) within unannotated RNA transcripts in Saccharomyces cerevisiae; short ORFs (sORFs),Identification of genome-wide transcripts; looking at nonsense-mediated RNA decay pathway,OBI:0001271,RNA-seq assay,OBI:0000895,total RNA extract,S288C,PRJNA245106,Smith_2014_PMID_249231603/track_files/Smith_2014_24931603_supplement03_V64.gff,,RNA catabolism,RNA catabolism,unmapped_transcripts,Smith_2014_24931603_supplement03_V64
23409723,Freeberg,"Kim, John K.","University of Michigan, Ann Arbor",2013,gene transcript abundance for mid log phase cells in SD media,"Mapped regions of untranslated, polyadenylated transcriptome bound by RNA-binding proteins (RBPs)",OBI:0001271,RNA-seq assay,OBI:0000869,polyA RNA extract,S288C,GSE43747,Freeberg_2013_PMID_23409723/track_files/Freeberg_2013_mRNAseq_V64.gff3,,transcription,transcription,mRNAseq,Freeberg_2013_mRNAseq
23409723,Freeberg,"Kim, John K.","University of Michigan, Ann Arbor",2013,gene transcript abundance for mid log phase cells in glucose deficient media,"Mapped regions of untranslated, polyadenylated transcriptome bound by RNA-binding proteins (RBPs)",OBI:0001271,RNA-seq assay,OBI:0000869,polyA RNA extract,S288C,GSE43747,Freeberg_2013_PMID_23409723/track_files/Freeberg_2013_mRNAseq-glucose_V64.gff3,,transcription,transcription,mRNAseq_glucose_deficient,Freeberg_2013_mRNAseq_glucose
23409723,Freeberg,"Kim, John K.","University of Michigan, Ann Arbor",2013,gene transcript abundance for mid log phase cells in nitrogen deficient media,"Mapped regions of untranslated, polyadenylated transcriptome bound by RNA-binding proteins (RBPs)",OBI:0001271,RNA-seq assay,OBI:0000869,polyA RNA extract,S288C,GSE43747,Freeberg_2013_PMID_23409723/track_files/Freeberg_2013_mRNAseq-nitrogen_V64.gff3,,transcription,transcription,mRNAseq_nitrogen_deficient,Freeberg_2013_mRNAseq_nitrogen
24529382,Geisberg,"Struhl, Kevin",Harvard University,2014,"Half-lives of 21,248 mRNA 3_ isoforms in yeast were measured by rapidly depleting RNA polymerase II from the nucleus and performing direct RNA sequencing throughout the decay process.",Average half-lives of mRNA 3'isoforms,OBI:0001271,RNA-seq assay,OBI:0000895,total RNA extract,S288C,GSE52286,Geisberg_2014_PMID_24529382/track_files/Geisberg_2014_mRNA-decay_V61.gff3,,RNA catabolism,RNA catabolism,mRNA_half_life,Geisberg_2014_mRNA_decay
25213602,Kang,"Zhao, Xiaodong",Shanghai Jiao Tong University,2015,Newly identified novel transcripts by polyA sequence,Genome-wide transcript profiling by paired-end ditag sequencing,OBI:0001271,RNA-seq assay,OBI:0000869,polyA RNA extract,S288C,,Kang_2015_PMID_25213602/track_files/Kang_2015_novel-transcript_V64.gff3,,transcription,transcription,novel_transcripts,Kang_2015_novel_transcript
25213602,Kang,"Zhao, Xiaodong",Shanghai Jiao Tong University,2015,Upstream ORFs identified by UTR and gene boundaries,Genome-wide transcript profiling by paired-end ditag sequencing,OBI:0001271,RNA-seq assay,OBI:0000869,polyA RNA extract,S288C,,Kang_2015_PMID_25213602/track_files/Kang_2015_uORF_V64.gff3,,transcription,transcription,upstream_ORF,Kang_2015_uORF
25213602,Kang,"Zhao, Xiaodong",Shanghai Jiao Tong University,2015,Unannotated transcripts identified by polyA sequence,Genome-wide transcript profiling by paired-end ditag sequencing,OBI:0001271,RNA-seq assay,OBI:0000869,polyA RNA extract,S288C,,Kang_2015_PMID_25213602/track_files/Kang_2015_unannotated-transcript_V64.gff3,,transcription,transcription,antisense_internal_CUTs_SUTs_XUTs,Kang_2015_unannotated_transcript
